Time,LD_1/P1,LD_2/P1,LD_4/P1,LD_5/P1,LD_6/P1,LD_7/P1,LD_9/P1,LD_10/P1,LD_11/P1,LD_12/P1,LD_16/P1,LD_17/P1,LD_19/P1,LD_20/P1,LD_22/P1,LD_24/P1,LD_28/P1,LD_29/P1,LD_30/P1,LD_31/P1,LD_32/P1,LD_33/P1,LD_34/P1,LD_35/P1,LD_37/P1,LD_38/P1,LD_39/P1,LD_41/P1,LD_42/P1,LD_43/P1,LD_45/P1,LD_46/P1,LD_47/P1,LD_47/P2,LD_47/P3,LD_48/P1,LD_48/P2,LD_48/P3,LD_49/P1,LD_49/P2,LD_49/P3,LD_50/P1,LD_51/P1,LD_52/P1,LD_53/P1,LD_55/P1,LD_56/P1,LD_58/P1,LD_59/P1,LD_60/P1,LD_62/P1,LD_63/P1,LD_64/P1,LD_65/P1,LD_65/P2,LD_65/P3,LD_66/P1,LD_68/P1,LD_69/P1,LD_70/P1,LD_71/P1,LD_73/P1,LD_74/P1,LD_75/P1,LD_76/P1,LD_76/P2,LD_76/P3,LD_77/P1,LD_79/P1,LD_80/P1,LD_82/P1,LD_83/P1,LD_84/P1,LD_85/P1,LD_86/P1,LD_87/P1,LD_88/P1,LD_90/P1,LD_92/P1,LD_94/P1,LD_95/P1,LD_96/P1,LD_98/P1,LD_99/P1,LD_100/P1,LD_102/P1,LD_103/P1,LD_104/P1,LD_106/P1,LD_107/P1,LD_109/P1,LD_111/P1,LD_112/P1,LD_113/P1,LD_114/P1,LD_1/Q1,LD_2/Q1,LD_4/Q1,LD_5/Q1,LD_6/Q1,LD_7/Q1,LD_9/Q1,LD_10/Q1,LD_11/Q1,LD_12/Q1,LD_16/Q1,LD_17/Q1,LD_19/Q1,LD_20/Q1,LD_22/Q1,LD_24/Q1,LD_28/Q1,LD_29/Q1,LD_30/Q1,LD_31/Q1,LD_32/Q1,LD_33/Q1,LD_34/Q1,LD_35/Q1,LD_37/Q1,LD_38/Q1,LD_39/Q1,LD_41/Q1,LD_42/Q1,LD_43/Q1,LD_45/Q1,LD_46/Q1,LD_47/Q1,LD_47/Q2,LD_47/Q3,LD_48/Q1,LD_48/Q2,LD_48/Q3,LD_49/Q1,LD_49/Q2,LD_49/Q3,LD_50/Q1,LD_51/Q1,LD_52/Q1,LD_53/Q1,LD_55/Q1,LD_56/Q1,LD_58/Q1,LD_59/Q1,LD_60/Q1,LD_62/Q1,LD_63/Q1,LD_64/Q1,LD_65/Q1,LD_65/Q2,LD_65/Q3,LD_66/Q1,LD_68/Q1,LD_69/Q1,LD_70/Q1,LD_71/Q1,LD_73/Q1,LD_74/Q1,LD_75/Q1,LD_76/Q1,LD_76/Q2,LD_76/Q3,LD_77/Q1,LD_79/Q1,LD_80/Q1,LD_82/Q1,LD_83/Q1,LD_84/Q1,LD_85/Q1,LD_86/Q1,LD_87/Q1,LD_88/Q1,LD_90/Q1,LD_92/Q1,LD_94/Q1,LD_95/Q1,LD_96/Q1,LD_98/Q1,LD_99/Q1,LD_100/Q1,LD_102/Q1,LD_103/Q1,LD_104/Q1,LD_106/Q1,LD_107/Q1,LD_109/Q1,LD_111/Q1,LD_112/Q1,LD_113/Q1,LD_114/Q1
11,8.2942,2.166,8.2942,4.1471,4.3319,4.1471,8.2942,2.166,8.2942,4.1471,4.3319,4.1471,8.2942,4.3319,8.2942,8.2942,4.3319,8.2942,8.2942,2.166,4.1471,8.2942,4.3319,8.2942,8.2942,2.166,4.1471,4.1471,2.166,8.2942,4.1471,2.166,7.2574,7.2574,7.2574,14.515,14.515,14.515,3.7904,7.5809,3.7904,8.2942,4.1471,4.3319,8.2942,4.1471,2.166,4.1471,4.1471,2.166,8.2942,8.2942,8.1224,7.2574,7.2574,14.515,15.552,2.166,8.2942,4.1471,4.3319,8.2942,8.2942,4.3319,21.772,14.515,14.515,8.2942,4.3319,8.2942,8.2942,2.166,4.1471,8.2942,2.166,8.2942,8.2942,4.3319,8.2942,8.2942,2.166,4.1471,8.2942,4.3319,8.2942,4.1471,4.3319,8.2942,8.2942,4.3319,8.2942,4.1471,2.166,8.2942,4.1471,4.1471,1.083,4.1471,2.0735,2.166,2.0735,4.1471,1.083,4.1471,2.0735,2.166,2.0735,4.1471,2.166,4.1471,4.1471,2.166,4.1471,4.1471,1.083,2.0735,4.1471,2.166,4.1471,4.1471,1.083,2.0735,2.0735,1.083,4.1471,2.0735,1.083,5.1839,5.1839,5.1839,10.368,10.368,10.368,2.7075,5.4149,2.166,4.1471,2.0735,2.166,4.1471,2.0735,1.083,2.0735,2.0735,1.083,4.1471,4.1471,3.7904,5.1839,5.1839,10.368,7.2574,1.083,4.1471,2.0735,2.166,4.1471,4.1471,2.166,16.588,10.368,10.368,4.1471,2.166,4.1471,4.1471,1.083,2.0735,4.1471,1.083,4.1471,4.1471,2.166,4.1471,4.1471,1.083,2.0735,4.1471,2.166,4.1471,2.0735,2.166,4.1471,4.1471,2.166,4.1471,2.0735,1.083,4.1471,2.0735
12,8.2571,2.0456,8.2571,4.1285,4.0912,4.1285,8.2571,2.0456,8.2571,4.1285,4.0912,4.1285,8.2571,4.0912,8.2571,8.2571,4.0912,8.2571,8.2571,2.0456,4.1285,8.2571,4.0912,8.2571,8.2571,2.0456,4.1285,4.1285,2.0456,8.2571,4.1285,2.0456,7.225,7.225,7.225,14.45,14.45,14.45,3.5798,7.1597,3.5798,8.2571,4.1285,4.0912,8.2571,4.1285,2.0456,4.1285,4.1285,2.0456,8.2571,8.2571,7.6711,7.225,7.225,14.45,15.482,2.0456,8.2571,4.1285,4.0912,8.2571,8.2571,4.0912,21.675,14.45,14.45,8.2571,4.0912,8.2571,8.2571,2.0456,4.1285,8.2571,2.0456,8.2571,8.2571,4.0912,8.2571,8.2571,2.0456,4.1285,8.2571,4.0912,8.2571,4.1285,4.0912,8.2571,8.2571,4.0912,8.2571,4.1285,2.0456,8.2571,4.1285,4.1285,1.0228,4.1285,2.0643,2.0456,2.0643,4.1285,1.0228,4.1285,2.0643,2.0456,2.0643,4.1285,2.0456,4.1285,4.1285,2.0456,4.1285,4.1285,1.0228,2.0643,4.1285,2.0456,4.1285,4.1285,1.0228,2.0643,2.0643,1.0228,4.1285,2.0643,1.0228,5.1607,5.1607,5.1607,10.321,10.321,10.321,2.557,5.114,2.0456,4.1285,2.0643,2.0456,4.1285,2.0643,1.0228,2.0643,2.0643,1.0228,4.1285,4.1285,3.5798,5.1607,5.1607,10.321,7.225,1.0228,4.1285,2.0643,2.0456,4.1285,4.1285,2.0456,16.514,10.321,10.321,4.1285,2.0456,4.1285,4.1285,1.0228,2.0643,4.1285,1.0228,4.1285,4.1285,2.0456,4.1285,4.1285,1.0228,2.0643,4.1285,2.0456,4.1285,2.0643,2.0456,4.1285,4.1285,2.0456,4.1285,2.0643,1.0228,4.1285,2.0643
13,8.22,2.1549,8.22,4.11,4.3098,4.11,8.22,2.1549,8.22,4.11,4.3098,4.11,8.22,4.3098,8.22,8.22,4.3098,8.22,8.22,2.1549,4.11,8.22,4.3098,8.22,8.22,2.1549,4.11,4.11,2.1549,8.22,4.11,2.1549,7.1925,7.1925,7.1925,14.385,14.385,14.385,3.7711,7.5422,3.7711,8.22,4.11,4.3098,8.22,4.11,2.1549,4.11,4.11,2.1549,8.22,8.22,8.0809,7.1925,7.1925,14.385,15.413,2.1549,8.22,4.11,4.3098,8.22,8.22,4.3098,21.578,14.385,14.385,8.22,4.3098,8.22,8.22,2.1549,4.11,8.22,2.1549,8.22,8.22,4.3098,8.22,8.22,2.1549,4.11,8.22,4.3098,8.22,4.11,4.3098,8.22,8.22,4.3098,8.22,4.11,2.1549,8.22,4.11,4.11,1.0775,4.11,2.055,2.1549,2.055,4.11,1.0775,4.11,2.055,2.1549,2.055,4.11,2.1549,4.11,4.11,2.1549,4.11,4.11,1.0775,2.055,4.11,2.1549,4.11,4.11,1.0775,2.055,2.055,1.0775,4.11,2.055,1.0775,5.1375,5.1375,5.1375,10.275,10.275,10.275,2.6936,5.3873,2.1549,4.11,2.055,2.1549,4.11,2.055,1.0775,2.055,2.055,1.0775,4.11,4.11,3.7711,5.1375,5.1375,10.275,7.1925,1.0775,4.11,2.055,2.1549,4.11,4.11,2.1549,16.44,10.275,10.275,4.11,2.1549,4.11,4.11,1.0775,2.055,4.11,1.0775,4.11,4.11,2.1549,4.11,4.11,1.0775,2.055,4.11,2.1549,4.11,2.055,2.1549,4.11,4.11,2.1549,4.11,2.055,1.0775,4.11,2.055
14,8.183,2.1488,8.183,4.0915,4.2976,4.0915,8.183,2.1488,8.183,4.0915,4.2976,4.0915,8.183,4.2976,8.183,8.183,4.2976,8.183,8.183,2.1488,4.0915,8.183,4.2976,8.183,8.183,2.1488,4.0915,4.0915,2.1488,8.183,4.0915,2.1488,7.1601,7.1601,7.1601,14.32,14.32,14.32,3.7604,7.5208,3.7604,8.183,4.0915,4.2976,8.183,4.0915,2.1488,4.0915,4.0915,2.1488,8.183,8.183,8.058,7.1601,7.1601,14.32,15.343,2.1488,8.183,4.0915,4.2976,8.183,8.183,4.2976,21.48,14.32,14.32,8.183,4.2976,8.183,8.183,2.1488,4.0915,8.183,2.1488,8.183,8.183,4.2976,8.183,8.183,2.1488,4.0915,8.183,4.2976,8.183,4.0915,4.2976,8.183,8.183,4.2976,8.183,4.0915,2.1488,8.183,4.0915,4.0915,1.0744,4.0915,2.0457,2.1488,2.0457,4.0915,1.0744,4.0915,2.0457,2.1488,2.0457,4.0915,2.1488,4.0915,4.0915,2.1488,4.0915,4.0915,1.0744,2.0457,4.0915,2.1488,4.0915,4.0915,1.0744,2.0457,2.0457,1.0744,4.0915,2.0457,1.0744,5.1143,5.1143,5.1143,10.229,10.229,10.229,2.686,5.372,2.1488,4.0915,2.0457,2.1488,4.0915,2.0457,1.0744,2.0457,2.0457,1.0744,4.0915,4.0915,3.7604,5.1143,5.1143,10.229,7.1601,1.0744,4.0915,2.0457,2.1488,4.0915,4.0915,2.1488,16.366,10.229,10.229,4.0915,2.1488,4.0915,4.0915,1.0744,2.0457,4.0915,1.0744,4.0915,4.0915,2.1488,4.0915,4.0915,1.0744,2.0457,4.0915,2.1488,4.0915,2.0457,2.1488,4.0915,4.0915,2.1488,4.0915,2.0457,1.0744,4.0915,2.0457
15,8.1907,2.1543,8.1907,4.0953,4.3086,4.0953,8.1907,2.1543,8.1907,4.0953,4.3086,4.0953,8.1907,4.3086,8.1907,8.1907,4.3086,8.1907,8.1907,2.1543,4.0953,8.1907,4.3086,8.1907,8.1907,2.1543,4.0953,4.0953,2.1543,8.1907,4.0953,2.1543,7.1669,7.1669,7.1669,14.334,14.334,14.334,3.7701,7.5401,3.7701,8.1907,4.0953,4.3086,8.1907,4.0953,2.1543,4.0953,4.0953,2.1543,8.1907,8.1907,8.0787,7.1669,7.1669,14.334,15.358,2.1543,8.1907,4.0953,4.3086,8.1907,8.1907,4.3086,21.501,14.334,14.334,8.1907,4.3086,8.1907,8.1907,2.1543,4.0953,8.1907,2.1543,8.1907,8.1907,4.3086,8.1907,8.1907,2.1543,4.0953,8.1907,4.3086,8.1907,4.0953,4.3086,8.1907,8.1907,4.3086,8.1907,4.0953,2.1543,8.1907,4.0953,4.0953,1.0772,4.0953,2.0477,2.1543,2.0477,4.0953,1.0772,4.0953,2.0477,2.1543,2.0477,4.0953,2.1543,4.0953,4.0953,2.1543,4.0953,4.0953,1.0772,2.0477,4.0953,2.1543,4.0953,4.0953,1.0772,2.0477,2.0477,1.0772,4.0953,2.0477,1.0772,5.1192,5.1192,5.1192,10.238,10.238,10.238,2.6929,5.3858,2.1543,4.0953,2.0477,2.1543,4.0953,2.0477,1.0772,2.0477,2.0477,1.0772,4.0953,4.0953,3.7701,5.1192,5.1192,10.238,7.1669,1.0772,4.0953,2.0477,2.1543,4.0953,4.0953,2.1543,16.381,10.238,10.238,4.0953,2.1543,4.0953,4.0953,1.0772,2.0477,4.0953,1.0772,4.0953,4.0953,2.1543,4.0953,4.0953,1.0772,2.0477,4.0953,2.1543,4.0953,2.0477,2.1543,4.0953,4.0953,2.1543,4.0953,2.0477,1.0772,4.0953,2.0477
16,8.2074,2.0564,8.2074,4.1037,4.1128,4.1037,8.2074,2.0564,8.2074,4.1037,4.1128,4.1037,8.2074,4.1128,8.2074,8.2074,4.1128,8.2074,8.2074,2.0564,4.1037,8.2074,4.1128,8.2074,8.2074,2.0564,4.1037,4.1037,2.0564,8.2074,4.1037,2.0564,7.1815,7.1815,7.1815,14.363,14.363,14.363,3.5987,7.1973,3.5987,8.2074,4.1037,4.1128,8.2074,4.1037,2.0564,4.1037,4.1037,2.0564,8.2074,8.2074,7.7114,7.1815,7.1815,14.363,15.389,2.0564,8.2074,4.1037,4.1128,8.2074,8.2074,4.1128,21.544,14.363,14.363,8.2074,4.1128,8.2074,8.2074,2.0564,4.1037,8.2074,2.0564,8.2074,8.2074,4.1128,8.2074,8.2074,2.0564,4.1037,8.2074,4.1128,8.2074,4.1037,4.1128,8.2074,8.2074,4.1128,8.2074,4.1037,2.0564,8.2074,4.1037,4.1037,1.0282,4.1037,2.0519,2.0564,2.0519,4.1037,1.0282,4.1037,2.0519,2.0564,2.0519,4.1037,2.0564,4.1037,4.1037,2.0564,4.1037,4.1037,1.0282,2.0519,4.1037,2.0564,4.1037,4.1037,1.0282,2.0519,2.0519,1.0282,4.1037,2.0519,1.0282,5.1296,5.1296,5.1296,10.259,10.259,10.259,2.5705,5.1409,2.0564,4.1037,2.0519,2.0564,4.1037,2.0519,1.0282,2.0519,2.0519,1.0282,4.1037,4.1037,3.5987,5.1296,5.1296,10.259,7.1815,1.0282,4.1037,2.0519,2.0564,4.1037,4.1037,2.0564,16.415,10.259,10.259,4.1037,2.0564,4.1037,4.1037,1.0282,2.0519,4.1037,1.0282,4.1037,4.1037,2.0564,4.1037,4.1037,1.0282,2.0519,4.1037,2.0564,4.1037,2.0519,2.0564,4.1037,4.1037,2.0564,4.1037,2.0519,1.0282,4.1037,2.0519
17,8.2241,1.9923,8.2241,4.1121,3.9846,4.1121,8.2241,1.9923,8.2241,4.1121,3.9846,4.1121,8.2241,3.9846,8.2241,8.2241,3.9846,8.2241,8.2241,1.9923,4.1121,8.2241,3.9846,8.2241,8.2241,1.9923,4.1121,4.1121,1.9923,8.2241,4.1121,1.9923,7.1961,7.1961,7.1961,14.392,14.392,14.392,3.4866,6.9731,3.4866,8.2241,4.1121,3.9846,8.2241,4.1121,1.9923,4.1121,4.1121,1.9923,8.2241,8.2241,7.4712,7.1961,7.1961,14.392,15.42,1.9923,8.2241,4.1121,3.9846,8.2241,8.2241,3.9846,21.588,14.392,14.392,8.2241,3.9846,8.2241,8.2241,1.9923,4.1121,8.2241,1.9923,8.2241,8.2241,3.9846,8.2241,8.2241,1.9923,4.1121,8.2241,3.9846,8.2241,4.1121,3.9846,8.2241,8.2241,3.9846,8.2241,4.1121,1.9923,8.2241,4.1121,4.1121,0.99616,4.1121,2.056,1.9923,2.056,4.1121,0.99616,4.1121,2.056,1.9923,2.056,4.1121,1.9923,4.1121,4.1121,1.9923,4.1121,4.1121,0.99616,2.056,4.1121,1.9923,4.1121,4.1121,0.99616,2.056,2.056,0.99616,4.1121,2.056,0.99616,5.1401,5.1401,5.1401,10.28,10.28,10.28,2.4904,4.9808,1.9923,4.1121,2.056,1.9923,4.1121,2.056,0.99616,2.056,2.056,0.99616,4.1121,4.1121,3.4866,5.1401,5.1401,10.28,7.1961,0.99616,4.1121,2.056,1.9923,4.1121,4.1121,1.9923,16.448,10.28,10.28,4.1121,1.9923,4.1121,4.1121,0.99616,2.056,4.1121,0.99616,4.1121,4.1121,1.9923,4.1121,4.1121,0.99616,2.056,4.1121,1.9923,4.1121,2.056,1.9923,4.1121,4.1121,1.9923,4.1121,2.056,0.99616,4.1121,2.056
18,8.2408,1.9127,8.2408,4.1204,3.8253,4.1204,8.2408,1.9127,8.2408,4.1204,3.8253,4.1204,8.2408,3.8253,8.2408,8.2408,3.8253,8.2408,8.2408,1.9127,4.1204,8.2408,3.8253,8.2408,8.2408,1.9127,4.1204,4.1204,1.9127,8.2408,4.1204,1.9127,7.2107,7.2107,7.2107,14.421,14.421,14.421,3.3472,6.6943,3.3472,8.2408,4.1204,3.8253,8.2408,4.1204,1.9127,4.1204,4.1204,1.9127,8.2408,8.2408,7.1725,7.2107,7.2107,14.421,15.452,1.9127,8.2408,4.1204,3.8253,8.2408,8.2408,3.8253,21.632,14.421,14.421,8.2408,3.8253,8.2408,8.2408,1.9127,4.1204,8.2408,1.9127,8.2408,8.2408,3.8253,8.2408,8.2408,1.9127,4.1204,8.2408,3.8253,8.2408,4.1204,3.8253,8.2408,8.2408,3.8253,8.2408,4.1204,1.9127,8.2408,4.1204,4.1204,0.95633,4.1204,2.0602,1.9127,2.0602,4.1204,0.95633,4.1204,2.0602,1.9127,2.0602,4.1204,1.9127,4.1204,4.1204,1.9127,4.1204,4.1204,0.95633,2.0602,4.1204,1.9127,4.1204,4.1204,0.95633,2.0602,2.0602,0.95633,4.1204,2.0602,0.95633,5.1505,5.1505,5.1505,10.301,10.301,10.301,2.3908,4.7817,1.9127,4.1204,2.0602,1.9127,4.1204,2.0602,0.95633,2.0602,2.0602,0.95633,4.1204,4.1204,3.3472,5.1505,5.1505,10.301,7.2107,0.95633,4.1204,2.0602,1.9127,4.1204,4.1204,1.9127,16.482,10.301,10.301,4.1204,1.9127,4.1204,4.1204,0.95633,2.0602,4.1204,0.95633,4.1204,4.1204,1.9127,4.1204,4.1204,0.95633,2.0602,4.1204,1.9127,4.1204,2.0602,1.9127,4.1204,4.1204,1.9127,4.1204,2.0602,0.95633,4.1204,2.0602
19,8.2575,1.9127,8.2575,4.1288,3.8253,4.1288,8.2575,1.9127,8.2575,4.1288,3.8253,4.1288,8.2575,3.8253,8.2575,8.2575,3.8253,8.2575,8.2575,1.9127,4.1288,8.2575,3.8253,8.2575,8.2575,1.9127,4.1288,4.1288,1.9127,8.2575,4.1288,1.9127,7.2253,7.2253,7.2253,14.451,14.451,14.451,3.3472,6.6943,3.3472,8.2575,4.1288,3.8253,8.2575,4.1288,1.9127,4.1288,4.1288,1.9127,8.2575,8.2575,7.1725,7.2253,7.2253,14.451,15.483,1.9127,8.2575,4.1288,3.8253,8.2575,8.2575,3.8253,21.676,14.451,14.451,8.2575,3.8253,8.2575,8.2575,1.9127,4.1288,8.2575,1.9127,8.2575,8.2575,3.8253,8.2575,8.2575,1.9127,4.1288,8.2575,3.8253,8.2575,4.1288,3.8253,8.2575,8.2575,3.8253,8.2575,4.1288,1.9127,8.2575,4.1288,4.1288,0.95633,4.1288,2.0644,1.9127,2.0644,4.1288,0.95633,4.1288,2.0644,1.9127,2.0644,4.1288,1.9127,4.1288,4.1288,1.9127,4.1288,4.1288,0.95633,2.0644,4.1288,1.9127,4.1288,4.1288,0.95633,2.0644,2.0644,0.95633,4.1288,2.0644,0.95633,5.1609,5.1609,5.1609,10.322,10.322,10.322,2.3908,4.7816,1.9127,4.1288,2.0644,1.9127,4.1288,2.0644,0.95633,2.0644,2.0644,0.95633,4.1288,4.1288,3.3472,5.1609,5.1609,10.322,7.2253,0.95633,4.1288,2.0644,1.9127,4.1288,4.1288,1.9127,16.515,10.322,10.322,4.1288,1.9127,4.1288,4.1288,0.95633,2.0644,4.1288,0.95633,4.1288,4.1288,1.9127,4.1288,4.1288,0.95633,2.0644,4.1288,1.9127,4.1288,2.0644,1.9127,4.1288,4.1288,1.9127,4.1288,2.0644,0.95633,4.1288,2.0644
20,8.2742,1.9241,8.2742,4.1371,3.8482,4.1371,8.2742,1.9241,8.2742,4.1371,3.8482,4.1371,8.2742,3.8482,8.2742,8.2742,3.8482,8.2742,8.2742,1.9241,4.1371,8.2742,3.8482,8.2742,8.2742,1.9241,4.1371,4.1371,1.9241,8.2742,4.1371,1.9241,7.2399,7.2399,7.2399,14.48,14.48,14.48,3.3671,6.7343,3.3671,8.2742,4.1371,3.8482,8.2742,4.1371,1.9241,4.1371,4.1371,1.9241,8.2742,8.2742,7.2153,7.2399,7.2399,14.48,15.514,1.9241,8.2742,4.1371,3.8482,8.2742,8.2742,3.8482,21.72,14.48,14.48,8.2742,3.8482,8.2742,8.2742,1.9241,4.1371,8.2742,1.9241,8.2742,8.2742,3.8482,8.2742,8.2742,1.9241,4.1371,8.2742,3.8482,8.2742,4.1371,3.8482,8.2742,8.2742,3.8482,8.2742,4.1371,1.9241,8.2742,4.1371,4.1371,0.96204,4.1371,2.0686,1.9241,2.0686,4.1371,0.96204,4.1371,2.0686,1.9241,2.0686,4.1371,1.9241,4.1371,4.1371,1.9241,4.1371,4.1371,0.96204,2.0686,4.1371,1.9241,4.1371,4.1371,0.96204,2.0686,2.0686,0.96204,4.1371,2.0686,0.96204,5.1714,5.1714,5.1714,10.343,10.343,10.343,2.4051,4.8102,1.9241,4.1371,2.0686,1.9241,4.1371,2.0686,0.96204,2.0686,2.0686,0.96204,4.1371,4.1371,3.3671,5.1714,5.1714,10.343,7.2399,0.96204,4.1371,2.0686,1.9241,4.1371,4.1371,1.9241,16.548,10.343,10.343,4.1371,1.9241,4.1371,4.1371,0.96204,2.0686,4.1371,0.96204,4.1371,4.1371,1.9241,4.1371,4.1371,0.96204,2.0686,4.1371,1.9241,4.1371,2.0686,1.9241,4.1371,4.1371,1.9241,4.1371,2.0686,0.96204,4.1371,2.0686
21,8.2909,1.929,8.2909,4.1455,3.858,4.1455,8.2909,1.929,8.2909,4.1455,3.858,4.1455,8.2909,3.858,8.2909,8.2909,3.858,8.2909,8.2909,1.929,4.1455,8.2909,3.858,8.2909,8.2909,1.929,4.1455,4.1455,1.929,8.2909,4.1455,1.929,7.2545,7.2545,7.2545,14.509,14.509,14.509,3.3757,6.7515,3.3757,8.2909,4.1455,3.858,8.2909,4.1455,1.929,4.1455,4.1455,1.929,8.2909,8.2909,7.2337,7.2545,7.2545,14.509,15.545,1.929,8.2909,4.1455,3.858,8.2909,8.2909,3.858,21.764,14.509,14.509,8.2909,3.858,8.2909,8.2909,1.929,4.1455,8.2909,1.929,8.2909,8.2909,3.858,8.2909,8.2909,1.929,4.1455,8.2909,3.858,8.2909,4.1455,3.858,8.2909,8.2909,3.858,8.2909,4.1455,1.929,8.2909,4.1455,4.1455,0.9645,4.1455,2.0727,1.929,2.0727,4.1455,0.9645,4.1455,2.0727,1.929,2.0727,4.1455,1.929,4.1455,4.1455,1.929,4.1455,4.1455,0.9645,2.0727,4.1455,1.929,4.1455,4.1455,0.9645,2.0727,2.0727,0.9645,4.1455,2.0727,0.9645,5.1818,5.1818,5.1818,10.364,10.364,10.364,2.4112,4.8225,1.929,4.1455,2.0727,1.929,4.1455,2.0727,0.9645,2.0727,2.0727,0.9645,4.1455,4.1455,3.3757,5.1818,5.1818,10.364,7.2545,0.9645,4.1455,2.0727,1.929,4.1455,4.1455,1.929,16.582,10.364,10.364,4.1455,1.929,4.1455,4.1455,0.9645,2.0727,4.1455,0.9645,4.1455,4.1455,1.929,4.1455,4.1455,0.9645,2.0727,4.1455,1.929,4.1455,2.0727,1.929,4.1455,4.1455,1.929,4.1455,2.0727,0.9645,4.1455,2.0727
22,8.3076,1.9992,8.3076,4.1538,3.9983,4.1538,8.3076,1.9992,8.3076,4.1538,3.9983,4.1538,8.3076,3.9983,8.3076,8.3076,3.9983,8.3076,8.3076,1.9992,4.1538,8.3076,3.9983,8.3076,8.3076,1.9992,4.1538,4.1538,1.9992,8.3076,4.1538,1.9992,7.2692,7.2692,7.2692,14.538,14.538,14.538,3.4985,6.9971,3.4985,8.3076,4.1538,3.9983,8.3076,4.1538,1.9992,4.1538,4.1538,1.9992,8.3076,8.3076,7.4969,7.2692,7.2692,14.538,15.577,1.9992,8.3076,4.1538,3.9983,8.3076,8.3076,3.9983,21.807,14.538,14.538,8.3076,3.9983,8.3076,8.3076,1.9992,4.1538,8.3076,1.9992,8.3076,8.3076,3.9983,8.3076,8.3076,1.9992,4.1538,8.3076,3.9983,8.3076,4.1538,3.9983,8.3076,8.3076,3.9983,8.3076,4.1538,1.9992,8.3076,4.1538,4.1538,0.99958,4.1538,2.0769,1.9992,2.0769,4.1538,0.99958,4.1538,2.0769,1.9992,2.0769,4.1538,1.9992,4.1538,4.1538,1.9992,4.1538,4.1538,0.99958,2.0769,4.1538,1.9992,4.1538,4.1538,0.99958,2.0769,2.0769,0.99958,4.1538,2.0769,0.99958,5.1923,5.1923,5.1923,10.385,10.385,10.385,2.499,4.9979,1.9992,4.1538,2.0769,1.9992,4.1538,2.0769,0.99958,2.0769,2.0769,0.99958,4.1538,4.1538,3.4985,5.1923,5.1923,10.385,7.2692,0.99958,4.1538,2.0769,1.9992,4.1538,4.1538,1.9992,16.615,10.385,10.385,4.1538,1.9992,4.1538,4.1538,0.99958,2.0769,4.1538,0.99958,4.1538,4.1538,1.9992,4.1538,4.1538,0.99958,2.0769,4.1538,1.9992,4.1538,2.0769,1.9992,4.1538,4.1538,1.9992,4.1538,2.0769,0.99958,4.1538,2.0769
23,8.3243,2.1105,8.3243,4.1622,4.2209,4.1622,8.3243,2.1105,8.3243,4.1622,4.2209,4.1622,8.3243,4.2209,8.3243,8.3243,4.2209,8.3243,8.3243,2.1105,4.1622,8.3243,4.2209,8.3243,8.3243,2.1105,4.1622,4.1622,2.1105,8.3243,4.1622,2.1105,7.2838,7.2838,7.2838,14.568,14.568,14.568,3.6933,7.3866,3.6933,8.3243,4.1622,4.2209,8.3243,4.1622,2.1105,4.1622,4.1622,2.1105,8.3243,8.3243,7.9142,7.2838,7.2838,14.568,15.608,2.1105,8.3243,4.1622,4.2209,8.3243,8.3243,4.2209,21.851,14.568,14.568,8.3243,4.2209,8.3243,8.3243,2.1105,4.1622,8.3243,2.1105,8.3243,8.3243,4.2209,8.3243,8.3243,2.1105,4.1622,8.3243,4.2209,8.3243,4.1622,4.2209,8.3243,8.3243,4.2209,8.3243,4.1622,2.1105,8.3243,4.1622,4.1622,1.0552,4.1622,2.0811,2.1105,2.0811,4.1622,1.0552,4.1622,2.0811,2.1105,2.0811,4.1622,2.1105,4.1622,4.1622,2.1105,4.1622,4.1622,1.0552,2.0811,4.1622,2.1105,4.1622,4.1622,1.0552,2.0811,2.0811,1.0552,4.1622,2.0811,1.0552,5.2027,5.2027,5.2027,10.405,10.405,10.405,2.6381,5.2761,2.1105,4.1622,2.0811,2.1105,4.1622,2.0811,1.0552,2.0811,2.0811,1.0552,4.1622,4.1622,3.6933,5.2027,5.2027,10.405,7.2838,1.0552,4.1622,2.0811,2.1105,4.1622,4.1622,2.1105,16.649,10.405,10.405,4.1622,2.1105,4.1622,4.1622,1.0552,2.0811,4.1622,1.0552,4.1622,4.1622,2.1105,4.1622,4.1622,1.0552,2.0811,4.1622,2.1105,4.1622,2.0811,2.1105,4.1622,4.1622,2.1105,4.1622,2.0811,1.0552,4.1622,2.0811
